interventionType,intervention,jobsType,jobsName,value,id,region,country,gP,status
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P118375,ECA,Belarus,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Access,Labor force participation,Yes,P118375,ECA,Belarus,Transport and ICT GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P118779,SAR,Pakistan,Education GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P118779,SAR,Pakistan,Education GP,Active
Macro-level: Economic Conditions,Public Administration and Governance,Intermediate Outcomes,Firm performance/ investment,Yes,P118858,AFR,Ghana,Poverty GP,Active
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P118925,SAR,Afghanistan,Energy & Extractives GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P118974,AFR,Mauritania,Education GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P118974,AFR,Mauritania,Education GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P118977,EAP,Indonesia,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P118977,EAP,Indonesia,"Urban, Rural & Social GP",Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P118979,EAP,Vietnam,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P118979,EAP,Vietnam,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P119043,SAR,India,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P119043,SAR,India,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P119043,SAR,India,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Access,Gender,Yes,P119043,SAR,India,Finance & Markets GP,Active
Macro-level: Economic Conditions,Public Administration and Governance,Intermediate Outcomes,Firm performance/ investment,Yes,P119139,SAR,Bangladesh,Governance GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Wage Subsidies,Job Quality,Earnings/ livelihood,Yes,P119307,MNA,West Bank and Gaza,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P119308,AFR,Cote d'Ivoire,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P119308,AFR,Cote d'Ivoire,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P119380,AFR,Africa,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P119380,AFR,Africa,Environment & Natural Resources GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P119471,EAP,Papua New Guinea,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P119471,EAP,Papua New Guinea,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Access,Labor force participation,Yes,P119471,EAP,Papua New Guinea,Transport and ICT GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Access to/ working of product markets,Yes,P119662,AFR,Burkina Faso,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P119662,AFR,Burkina Faso,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,Job creation (by employers),Yes,P119662,AFR,Burkina Faso,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P119662,AFR,Burkina Faso,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P119825,EAP,Mongolia,Macro & Fiscal Management GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P119862,EAP,China,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P119862,EAP,China,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Access,Labor force participation,Yes,P119862,EAP,China,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P119894,SAR,India,Energy & Extractives GP,Active
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P120005,AFR,Ghana,Energy & Extractives GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120028,ECA,Armenia,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120028,ECA,Armenia,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120139,LCR,Brazil,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120139,LCR,Brazil,Agriculture GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P120233,MNA,Tunisia,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P120233,MNA,Tunisia,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P120233,MNA,Tunisia,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120234,EAP,China,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120234,EAP,China,"Urban, Rural & Social GP",Active
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P120435,ECA,Kyrgyz Republic,"Health, Nutrition & Population GP",Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P120536,AFR,Tanzania,Macro & Fiscal Management GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120561,MNA,Tunisia,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120561,MNA,Tunisia,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P120622,LCR,Argentina,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P120622,LCR,Argentina,Social Protection & Labor GP,Active
Meso-level: Business Environment,Infrastructure-Energy,Intermediate Outcomes,Firm performance/ investment,Yes,P120629,AFR,Senegal,Energy & Extractives GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Quality,Earnings/ livelihood,Yes,P120631,AFR,Comoros,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Public Employment,Job Access,Working of labor market,Yes,P120631,AFR,Comoros,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120637,LCR,Brazil,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120637,LCR,Brazil,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P120707,EAP,Papua New Guinea,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P120707,EAP,Papua New Guinea,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P120707,EAP,Papua New Guinea,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P120836,SAR,India,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P120836,SAR,India,Agriculture GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P120843,SAR,Bangladesh,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P120843,SAR,Bangladesh,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Public Administration and Governance,Intermediate Outcomes,Firm performance/ investment,Yes,P120985,ECA,Kazakhstan,Poverty GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Creation,Entrepreneurs/self-employed,Yes,P121009,EAP,Philippines,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121009,EAP,Philippines,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121009,EAP,Philippines,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121010,AFR,Ethiopia,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121010,AFR,Ethiopia,Agriculture GP,Pipeline
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P121019,AFR,Kenya,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P121019,AFR,Kenya,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P121019,AFR,Kenya,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P121052,AFR,Sierra Leone,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P121052,AFR,Sierra Leone,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P121052,AFR,Sierra Leone,Social Protection & Labor GP,Active
Meso-level: Business Environment,Infrastructure-Irrigation/Water,Job Quality,Earnings/ livelihood,Yes,P121120,AFR,Malawi,Water GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121210,SAR,South Asia,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121210,SAR,South Asia,Environment & Natural Resources GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Intermediate Outcomes,Access to/ working of product markets,Yes,P121231,ECA,Moldova,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Intermediate Outcomes,Firm performance/ investment,Yes,P121231,ECA,Moldova,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Creation,Job creation (by employers),Yes,P121231,ECA,Moldova,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Creation,New enterprises,Yes,P121231,ECA,Moldova,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure-ICT,Job Quality,Worker productivity,Yes,P121231,ECA,Moldova,Transport and ICT GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121289,EAP,China,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121289,EAP,China,Environment & Natural Resources GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Access to/ working of product markets,Yes,P121328,SAR,Sri Lanka,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Intermediate Outcomes,Firm performance/ investment,Yes,P121328,SAR,Sri Lanka,Finance & Markets GP,Active
Micro- level: Individuals/ Firms,Productive Assets-Finance/Financial System,Job Creation,New enterprises,Yes,P121328,SAR,Sri Lanka,Finance & Markets GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P121354,AFR,Africa,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P121354,AFR,Africa,Transport and ICT GP,Active
Macro-level: Economic Conditions,Public Administration and Governance,Job Access,Labor force participation,Yes,P121455,AFR,Nigeria,Governance GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121475,SAR,India,Agriculture GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121475,SAR,India,Agriculture GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P121495,LCR,Brazil,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P121495,LCR,Brazil,Transport and ICT GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Intermediate Outcomes,Firm performance/ investment,Yes,P121574,AFR,Togo,Trade & Competitiveness GP,Active
Macro-level: Economic Conditions,Trade & Investment Policy,Job Creation,New enterprises,Yes,P121574,AFR,Togo,Trade & Competitiveness GP,Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Quality,Earnings/ livelihood,Yes,P121631,EAP,Solomon Islands,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Labor Programs- Livelihoods/ CDD,Job Access,Labor force participation,Yes,P121631,EAP,Solomon Islands,"Urban, Rural & Social GP",Active
Micro- level: Individuals/ Firms,Skills & Training,Intermediate Outcomes,Human capital,Yes,P121686,AFR,Liberia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Quality,Earnings/ livelihood,Yes,P121686,AFR,Liberia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Labor force participation,Yes,P121686,AFR,Liberia,Social Protection & Labor GP,Active
Micro- level: Individuals/ Firms,Skills & Training,Job Access,Youth,Yes,P121686,AFR,Liberia,Social Protection & Labor GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Intermediate Outcomes,Access to/ working of product markets,Yes,P121693,AFR,Mali,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Quality,Earnings/ livelihood,Yes,P121693,AFR,Mali,Transport and ICT GP,Active
Meso-level: Business Environment,Infrastructure- Transport,Job Access,Labor force participation,Yes,P121693,AFR,Mali,Transport and ICT GP,Active
Meso-level: Business Environment,Labor Policies,Job Access,Working of labor market,Yes,P121728,ECA,Armenia,"Health, Nutrition & Population GP",Active
